"","old_code","old_scientificName","old_UpdateStatus","ScientificNameAuthorCoL","TaxonomicStatus","new_canonicalName","new_authorship","new_code","new_scientificName","new_UpdateStatus","ruleApplied","new_classification"
"1126","4087","Serratula lycopifolia","Deletion","Klasea lycopifolia (Vill.) Á. Löve & D. Löve","Synonym","Klasea lycopifolia","(Vill.) A. Kern.","6282","Klasea lycopifolia","Remains","Synonym - Remains","SPECIES:Klasea lycopifolia (Vill.) Á. Löve & D. Löve|GENUS:Klasea Cass.|SUBFAMILY:Carduoideae Cass. ex Sweet|FAMILY:Asteraceae Dumort.|ORDER:Asterales|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota"
"1127","1346","Sibbaldus musculus","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"1128","1688","Sideritis incana subsp. glauca","Deletion","Sideritis glauca Cav.","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1129","1651","Sideroxylon marmulano","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"1130","1975","Silene furcata subsp. angustiflora","Deletion","Silene involucrata subsp. involucrata","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1131","2537","Silurus glanis","Deletion","Silurus glanis Linnaeus, 1758","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1132","5846","Silurus soldatovi","Deletion","Silurus soldatovi Nikolskii & Soin, 1948","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1133","5847","Simenchelys parasitica","Deletion","Simenchelys parasitica Gill, 1879","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1134","6069","Solea nasuta","Deletion","Pegusa nasuta (Pallas, 1814)","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1135","5848","Solea senegalensis","Deletion","Solea senegalensis Kaup, 1858","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1136","5849","Solea solea","Deletion","Solea solea (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1137","6017","Solea vulgaris","Deletion","Dicologlossa cuneata (Moreau, 1881)","Misapplied","not available","not available","not found in Natura2000 List","not available","not available","Misapplied - not available","not available"
"1138","6241","Sorbus meinichii","Deletion","Hedlundia meinichii (Lindeb. ex Hartm.) Sennikov & Kurtto","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1139","2598","Sorex alpinus","Deletion","Sorex alpinus Schinz, 1837","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1140","2599","Sorex araneus","Deletion","Sorex araneus Linnaeus, 1758","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1141","6127","Sorex araneus linnaeus","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"1142","5850","Sorex caecutiens","Deletion","Sorex caecutiens Laxmann, 1788","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1143","5851","Sorex coronatus","Deletion","Sorex coronatus Millet, 1828","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1144","2600","Sorex granarius","Deletion","Sorex granarius G. S. Miller, 1910","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1145","2601","Sorex minutus","Deletion","Sorex minutus Linnaeus, 1766","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1146","6128","Sorex minutus linnaeus","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"1147","5852","Sorex samniticus","Deletion","Sorex samniticus Altobello, 1926","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1148","5853","Sparisoma cretense","Deletion","Sparisoma cretense (Linnaeus, 1758)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1149","6018","Sparus aurata","Deletion","Sparus aurata Linnaeus, 1758","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1150","5854","Sparus auratus","Deletion","Sparus aurata Linnaeus, 1758","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1151","5929","Sparus dentex","Deletion","Dentex dentex (Linnaeus, 1758)","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1152","6070","Sparus pargus","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"1153","1185","Speleomantes italicus","Deletion","Speleomantes italicus (Dunn, 1923)","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1154","5211","Sphagnum affine","Deletion","Sphagnum affine Renauld & Cardot","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1155","5400","Sphagnum andersonianum","Deletion","Sphagnum andersonianum R.E. Andrus","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1156","5212","Sphagnum angermanicum","Deletion","Sphagnum angermanicum Melin","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1157","5200","Sphagnum angustifolium","Deletion","Sphagnum angustifolium (Russow) C.E.O. Jensen","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1158","5398","Sphagnum annulatum","Deletion","Sphagnum annulatum H. Lindb. ex Warnst.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1159","5401","Sphagnum aongstroemii","Deletion","Sphagnum aongstroemii C. Hartm.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1160","5402","Sphagnum arcticum","Deletion","Sphagnum arcticum Flatberg & Frisvoll","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1161","5409","Sphagnum auriculatum","Deletion","Sphagnum denticulatum Brid.","Ambiguous","not available","not available","not found in Natura2000 List","not available","not available","Ambiguous - not available","not available"
"1162","5213","Sphagnum austinii","Deletion","Sphagnum austinii Sull.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1163","5214","Sphagnum balticum","Deletion","Sphagnum balticum (Russow) C.E.O. Jensen","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1164","5403","Sphagnum bartlettianum","Deletion","Sphagnum bartlettianum Warnst.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1165","5404","Sphagnum brevifolium","Deletion","Sphagnum fallax var. brevifolium (Lindb. ex Braithw.) Lönnell & K. Hassel","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1166","5215","Sphagnum capillifolium","Deletion","Sphagnum capillifolium (Ehrh.) Hedw.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1167","5216","Sphagnum centrale","Deletion","Sphagnum centrale C.E.O. Jensen","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1168","5217","Sphagnum compactum","Deletion","Sphagnum compactum DC.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1169","5218","Sphagnum contortum","Deletion","Sphagnum contortum Schultz","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1170","5201","Sphagnum cuspidatum","Deletion","Sphagnum cuspidatum Ehrh. ex Hoffm.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1171","5219","Sphagnum denticulatum","Deletion","Sphagnum denticulatum Brid.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1172","5220","Sphagnum fallax","Deletion","Sphagnum fallax (H. Klinggr.) H. Klinggr.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1173","5221","Sphagnum fimbriatum","Deletion","Sphagnum fimbriatum Wilson","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1174","5410","Sphagnum fimbriatum subsp. concinnum","Deletion","Sphagnum concinnum (Berggr.) Flatberg","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1175","5411","Sphagnum fimbriatum subsp. fimbriatum","Deletion","Sphagnum fimbriatum var. fimbriatum","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1176","5222","Sphagnum flexuosum","Deletion","Sphagnum flexuosum Dozy & Molk.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1177","5223","Sphagnum fuscum","Deletion","Sphagnum fuscum (Schimp.) H. Klinggr.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1178","5224","Sphagnum girgensohnii","Deletion","Sphagnum girgensohnii Russow","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1179","5405","Sphagnum isoviitae","Deletion","Sphagnum fallax var. isoviitae (Flatberg) Lönnell & K. Hassel","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1180","5406","Sphagnum jensenii","Deletion","Sphagnum jensenii H. Lindb.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1181","5407","Sphagnum lenense","Deletion","Sphagnum lenense H. Lindb.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1182","5202","Sphagnum lescurii","Deletion","Sphagnum lescurii Sull.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1183","5225","Sphagnum lindbergii","Deletion","Sphagnum lindbergii Schimp.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1184","5226","Sphagnum magellanicum","Deletion","Sphagnum magellanicum Brid.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1185","5227","Sphagnum majus","Deletion","Sphagnum majus (Russow) C.E.O. Jensen","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1186","5412","Sphagnum majus subsp. majus","Deletion","","Unresolved","not available","not available","not found in Natura2000 List","not available","not available","Unresolved - not available","not available"
"1187","5413","Sphagnum majus subsp. norvegicum","Deletion","Sphagnum majus (Russow) C.E.O. Jensen","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1188","5228","Sphagnum molle","Deletion","Sphagnum molle Sull.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1189","5399","Sphagnum nitidulum","Deletion","Sphagnum nitidulum Warnst.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1190","5397","Sphagnum nitidum","Deletion","Sphagnum subfulvum Sjörs","Synonym","not available","not available","not found in Natura2000 List","not available","not available","Synonym - not available","not available"
"1191","5229","Sphagnum obtusum","Deletion","Sphagnum obtusum Warnst.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1192","5396","Sphagnum olafii","Deletion","Sphagnum olafii Flatberg","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1193","5395","Sphagnum orientale","Deletion","Sphagnum orientale L.I. Savicz","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
"1194","5230","Sphagnum palustre","Deletion","Sphagnum palustre L.","Accepted","not available","not available","not found in Natura2000 List","not available","not available","Accepted - not available","not available"
