"providedScientificName","matchRemark","taxonId","acceptedTaxonId","parentTaxonId","scientificName","canonicalName","authorship","status","acceptedScientificName","classification","kingdom","phylum","class","order","family","genus"
"Meles meles arcalus","","5JLP7","3ZDRM","3ZDRM","Meles meles arcalus Miller, 1907","Meles meles arcalus","Miller, 1907","synonym","Meles canescens Blanford, 1875","SPECIES:Meles canescens Blanford, 1875|GENUS:Meles Brisson, 1762|SUBFAMILY:Melinae Bonaparte, 1838|FAMILY:Mustelidae G. Fischer von Waldheim, 1817|SUBORDER:Caniformia Kretzoi, 1938|ORDER:Carnivora Bowdich, 1821|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Carnivora Bowdich, 1821","Mustelidae G. Fischer von Waldheim, 1817","Meles Brisson, 1762"
"Merluccius merluccius","","3ZV78","3ZV78","CBDQF","Merluccius merluccius (Linnaeus, 1758)","Merluccius merluccius","(Linnaeus, 1758)","accepted","Merluccius merluccius (Linnaeus, 1758)","GENUS:Merluccius|FAMILY:Merlucciidae|ORDER:Gadiformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius"
"Mesogobius batrachocephalus","","423L9","423L9","C9ZR5","Mesogobius batrachocephalus (Pallas, 1814)","Mesogobius batrachocephalus","(Pallas, 1814)","accepted","Mesogobius batrachocephalus (Pallas, 1814)","GENUS:Mesogobius|FAMILY:Gobiidae|ORDER:Perciformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Mesogobius"
"Microcondylaea compressa","","","","","","","","","","","","","","","",""
"Micromeria taygetea","","42Z3M","W6W7","W6W7","Micromeria taygetea P.H.Davis","Micromeria taygetea","P.H.Davis","synonym","Clinopodium taygeteum (P.H.Davis) Bräuchler","SPECIES:Clinopodium taygeteum (P.H.Davis) Bräuchler|GENUS:Clinopodium L.|FAMILY:Lamiaceae|ORDER:Lamiales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota","Plantae","Tracheophyta","Magnoliopsida","Lamiales Bromhead","Lamiaceae","Clinopodium L."
"Micromesistius poutassou","","42Z4T","42Z4T","CBD35","Micromesistius poutassou (Risso, 1827)","Micromesistius poutassou","(Risso, 1827)","accepted","Micromesistius poutassou (Risso, 1827)","GENUS:Micromesistius|FAMILY:Gadidae|ORDER:Gadiformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Micromesistius"
"Micromys minutus","","42ZQ8","42ZQ8","5S3C","Micromys minutus (Pallas, 1771)","Micromys minutus","(Pallas, 1771)","accepted","Micromys minutus (Pallas, 1771)","GENUS:Micromys Dehne, 1841|SUBFAMILY:Murinae Illiger, 1811|FAMILY:Muridae Illiger, 1811|SUPERFAMILY:Muroidea Illiger, 1811|SUBORDER:Myomorpha Brandt, 1855|ORDER:Rodentia Bowdich, 1821|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1821","Muridae Illiger, 1811","Micromys Dehne, 1841"
"Micropterus salmoides","","4353G","4353G","C8Y47","Micropterus salmoides (Lacepède, 1802)","Micropterus salmoides","(Lacepède, 1802)","accepted","Micropterus salmoides (Lacepède, 1802)","GENUS:Micropterus|FAMILY:Centrarchidae|ORDER:Perciformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Perciformes","Centrarchidae","Micropterus"
"Microtus agrestis","","7VV7M","7VV7M","8NNZS","Microtus (Microtus) agrestis (Linnaeus, 1761)","Microtus (Microtus) agrestis","(Linnaeus, 1761)","accepted","Microtus (Microtus) agrestis (Linnaeus, 1761)","SUBGENUS:Microtus Schrank, 1798|GENUS:Microtus Schrank, 1798|SUBFAMILY:Arvicolinae Gray, 1821|FAMILY:Cricetidae Fischer, 1817|SUPERFAMILY:Muroidea Illiger, 1811|SUBORDER:Myomorpha Brandt, 1855|ORDER:Rodentia Bowdich, 1821|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1821","Cricetidae Fischer, 1817","Microtus Schrank, 1798"
"Microtus arvalis","","7VV7P","7VV7P","8NNZS","Microtus (Microtus) arvalis (Pallas, 1779)","Microtus (Microtus) arvalis","(Pallas, 1779)","accepted","Microtus (Microtus) arvalis (Pallas, 1779)","SUBGENUS:Microtus Schrank, 1798|GENUS:Microtus Schrank, 1798|SUBFAMILY:Arvicolinae Gray, 1821|FAMILY:Cricetidae Fischer, 1817|SUPERFAMILY:Muroidea Illiger, 1811|SUBORDER:Myomorpha Brandt, 1855|ORDER:Rodentia Bowdich, 1821|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1821","Cricetidae Fischer, 1817","Microtus Schrank, 1798"
"Microtus duodecincostatus","","","","","","","","","","","","","","","",""
"Microtus gerbei","","7VV8P","7VV8P","8NKFR","Microtus (Terricola) gerbei (Gerbe, 1879)","Microtus (Terricola) gerbei","(Gerbe, 1879)","accepted","Microtus (Terricola) gerbei (Gerbe, 1879)","SUBGENUS:Terricola Fatio, 1867|GENUS:Microtus Schrank, 1798|SUBFAMILY:Arvicolinae Gray, 1821|FAMILY:Cricetidae Fischer, 1817|SUPERFAMILY:Muroidea Illiger, 1811|SUBORDER:Myomorpha Brandt, 1855|ORDER:Rodentia Bowdich, 1821|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1821","Cricetidae Fischer, 1817","Microtus Schrank, 1798"
"Microtus guentheri","","7VV7S","7VV7S","8NNZS","Microtus (Microtus) guentheri (Danford & Alston, 1880)","Microtus (Microtus) guentheri","(Danford & Alston, 1880)","accepted","Microtus (Microtus) guentheri (Danford & Alston, 1880)","SUBGENUS:Microtus Schrank, 1798|GENUS:Microtus Schrank, 1798|SUBFAMILY:Arvicolinae Gray, 1821|FAMILY:Cricetidae Fischer, 1817|SUPERFAMILY:Muroidea Illiger, 1811|SUBORDER:Myomorpha Brandt, 1855|ORDER:Rodentia Bowdich, 1821|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1821","Cricetidae Fischer, 1817","Microtus Schrank, 1798"
"Microtus liechtensteini","","7VV8Q","7VV8Q","8NKFR","Microtus (Terricola) liechtensteini (Wettstein, 1927)","Microtus (Terricola) liechtensteini","(Wettstein, 1927)","accepted","Microtus (Terricola) liechtensteini (Wettstein, 1927)","SUBGENUS:Terricola Fatio, 1867|GENUS:Microtus Schrank, 1798|SUBFAMILY:Arvicolinae Gray, 1821|FAMILY:Cricetidae Fischer, 1817|SUPERFAMILY:Muroidea Illiger, 1811|SUBORDER:Myomorpha Brandt, 1855|ORDER:Rodentia Bowdich, 1821|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1821","Cricetidae Fischer, 1817","Microtus Schrank, 1798"
"Microtus lusitanicus","","7VV8R","7VV8R","8NKFR","Microtus (Terricola) lusitanicus (Gerbe, 1879)","Microtus (Terricola) lusitanicus","(Gerbe, 1879)","accepted","Microtus (Terricola) lusitanicus (Gerbe, 1879)","SUBGENUS:Terricola Fatio, 1867|GENUS:Microtus Schrank, 1798|SUBFAMILY:Arvicolinae Gray, 1821|FAMILY:Cricetidae Fischer, 1817|SUPERFAMILY:Muroidea Illiger, 1811|SUBORDER:Myomorpha Brandt, 1855|ORDER:Rodentia Bowdich, 1821|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1821","Cricetidae Fischer, 1817","Microtus Schrank, 1798"
"Microtus multiplex","","7VV8T","7VV8T","8NKFR","Microtus (Terricola) multiplex (Fatio, 1905)","Microtus (Terricola) multiplex","(Fatio, 1905)","accepted","Microtus (Terricola) multiplex (Fatio, 1905)","SUBGENUS:Terricola Fatio, 1867|GENUS:Microtus Schrank, 1798|SUBFAMILY:Arvicolinae Gray, 1821|FAMILY:Cricetidae Fischer, 1817|SUPERFAMILY:Muroidea Illiger, 1811|SUBORDER:Myomorpha Brandt, 1855|ORDER:Rodentia Bowdich, 1821|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1821","Cricetidae Fischer, 1817","Microtus Schrank, 1798"
"Microtus nivalis","","","","","","","","","","","","","","","",""
"Microtus oeconomus","","7VV7K","7VV7K","8P36B","Microtus (Alexandromys) oeconomus (Pallas, 1776)","Microtus (Alexandromys) oeconomus","(Pallas, 1776)","accepted","Microtus (Alexandromys) oeconomus (Pallas, 1776)","SUBGENUS:Alexandromys Ognev, 1914|GENUS:Microtus Schrank, 1798|SUBFAMILY:Arvicolinae Gray, 1821|FAMILY:Cricetidae Fischer, 1817|SUPERFAMILY:Muroidea Illiger, 1811|SUBORDER:Myomorpha Brandt, 1855|ORDER:Rodentia Bowdich, 1821|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1821","Cricetidae Fischer, 1817","Microtus Schrank, 1798"
"Microtus pyrenaicus","","","","","","","","","","","","","","","",""
"Microtus savii","","7VV8V","7VV8V","8NKFR","Microtus (Terricola) savii (Selys-Longchamps, 1838)","Microtus (Terricola) savii","(Selys-Longchamps, 1838)","accepted","Microtus (Terricola) savii (Selys-Longchamps, 1838)","SUBGENUS:Terricola Fatio, 1867|GENUS:Microtus Schrank, 1798|SUBFAMILY:Arvicolinae Gray, 1821|FAMILY:Cricetidae Fischer, 1817|SUPERFAMILY:Muroidea Illiger, 1811|SUBORDER:Myomorpha Brandt, 1855|ORDER:Rodentia Bowdich, 1821|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1821","Cricetidae Fischer, 1817","Microtus Schrank, 1798"
"Microtus subterraneus","","7VV8X","7VV8X","8NKFR","Microtus (Terricola) subterraneus (Selys-Longchamps, 1836)","Microtus (Terricola) subterraneus","(Selys-Longchamps, 1836)","accepted","Microtus (Terricola) subterraneus (Selys-Longchamps, 1836)","SUBGENUS:Terricola Fatio, 1867|GENUS:Microtus Schrank, 1798|SUBFAMILY:Arvicolinae Gray, 1821|FAMILY:Cricetidae Fischer, 1817|SUPERFAMILY:Muroidea Illiger, 1811|SUBORDER:Myomorpha Brandt, 1855|ORDER:Rodentia Bowdich, 1821|INFRACLASS:Eutheria Gill, 1872|SUBCLASS:Theria Parker & Haswell, 1897|CLASS:Mammalia Linnaeus, 1758|MEGACLASS:Tetrapoda|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1821","Cricetidae Fischer, 1817","Microtus Schrank, 1798"
"Millerigobius macrocephalus","","43D37","43D37","CBGW2","Millerigobius macrocephalus (Kolombatovic, 1891)","Millerigobius macrocephalus","(Kolombatovic, 1891)","accepted","Millerigobius macrocephalus (Kolombatovic, 1891)","GENUS:Millerigobius|FAMILY:Gobiidae|ORDER:Perciformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Millerigobius"
"Minuartia verna subsp. verna","","","","","","","","","","","","","","","",""
"Mobula mobular","","6RMTQ","6RMTQ","CBKVZ","Mobula mobular (Bonnaterre, 1788)","Mobula mobular","(Bonnaterre, 1788)","accepted","Mobula mobular (Bonnaterre, 1788)","GENUS:Mobula|FAMILY:Myliobatidae|ORDER:Myliobatiformes|CLASS:Elasmobranchii|PARVPHYLUM:Chondrichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobula"
"Moehringia fontqueri","","73N7K","5W3KF","5W3KF","Moehringia fontqueri Pau","Moehringia fontqueri","Pau","synonym","Arenaria funiculata Fior & P. O. Karis","SPECIES:Arenaria funiculata Fior & P. O. Karis|GENUS:Arenaria L.|FAMILY:Caryophyllaceae Juss.|ORDER:Caryophyllales Juss. ex Bercht. & J. Presl|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales Juss. ex Bercht. & J. Presl","Caryophyllaceae Juss.","Arenaria L."
"Moehringia intricata subsp. tejedensis","","5JQLT","GFB7","GFB7","Moehringia intricata subsp. tejedensis (Willk.) J. M. Monts.","Moehringia intricata subsp. tejedensis","(Willk.) J. M. Monts.","synonym","Arenaria tejedensis (Willk.) Fior & P. O. Karis","SPECIES:Arenaria tejedensis (Willk.) Fior & P. O. Karis|GENUS:Arenaria L.|FAMILY:Caryophyllaceae Juss.|ORDER:Caryophyllales Juss. ex Bercht. & J. Presl|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales Juss. ex Bercht. & J. Presl","Caryophyllaceae Juss.","Arenaria L."
"Moehringia laterifolia","","","","","","","","","","","","","","","",""
"Moehringia tejedensis","","73MWY","GFB7","GFB7","Moehringia tejedensis Willk.","Moehringia tejedensis","Willk.","synonym","Arenaria tejedensis (Willk.) Fior & P. O. Karis","SPECIES:Arenaria tejedensis (Willk.) Fior & P. O. Karis|GENUS:Arenaria L.|FAMILY:Caryophyllaceae Juss.|ORDER:Caryophyllales Juss. ex Bercht. & J. Presl|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|KINGDOM:Plantae|UNRANKED:Biota","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales Juss. ex Bercht. & J. Presl","Caryophyllaceae Juss.","Arenaria L."
"Mola mola","","43V8G","43V8G","CBBPZ","Mola mola (Linnaeus, 1758)","Mola mola","(Linnaeus, 1758)","accepted","Mola mola (Linnaeus, 1758)","GENUS:Mola|FAMILY:Molidae|ORDER:Tetraodontiformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Molidae","Mola"
"Molva dipterygia","","43YS9","43YS9","CBC4Y","Molva dypterygia (Pennant, 1784)","Molva dypterygia","(Pennant, 1784)","accepted","Molva dypterygia (Pennant, 1784)","GENUS:Molva|FAMILY:Lotidae|ORDER:Gadiformes|CLASS:Actinopterygii|PARVPHYLUM:Osteichthyes|INFRAPHYLUM:Gnathostomata|SUBPHYLUM:Vertebrata|PHYLUM:Chordata|KINGDOM:Animalia|UNRANKED:Biota","Animalia","Chordata","Actinopterygii","Gadiformes","Lotidae","Molva"
